Force (lbf),Resistance (Ohms),Expected Resistance (Ohms),Percent Error (%)
5.7288,3046.43059,4066.1521,25.08
5.707,3006.13284,4081.22367,26.34
5.7166,2865.60075,4074.5727,29.67
5.7228,2920.36014,4070.28896,28.25
5.7125,3142.72291,4077.41052,22.92
5.7343,2952.51659,4062.36748,27.32
5.7336,2792.32847,4062.84876,31.27
5.7431,2977.30623,4056.32693,26.6
5.7117,2861.56002,4077.96471,29.83
5.7061,2959.34446,4081.84833,27.5
5.7167,2908.10932,4074.50353,28.63
5.7077,2964.77266,4080.73796,27.35
5.7119,2877.10645,4077.82615,29.45
5.7381,2981.57779,4059.75682,26.56
5.728,3207.1485,4066.70319,21.14
5.7231,2943.96205,4070.08191,27.67
5.712,3041.38173,4077.75687,25.42
5.7115,2902.29429,4078.10328,28.83
5.7378,2816.2199,4059.9628,30.63
5.7528,2795.49553,4049.6897,30.97
5.7242,2783.64353,4069.32293,31.59
5.7268,3160.59056,4067.5301,22.3
5.7464,2876.22446,4054.06643,29.05
5.7367,2966.67571,4060.71824,26.94
5.7295,3032.63908,4065.67002,25.41
5.7532,3513.22648,4049.41647,13.24
5.7395,3123.91402,4058.79586,23.03
5.7286,2883.82117,4066.28986,29.08
5.7263,2881.76111,4067.87475,29.16
5.7198,2843.083,4072.36059,30.19
5.758,3037.98378,4046.14067,24.92
5.7434,2925.52168,4056.12132,27.87
5.7412,2861.91304,4057.6296,29.47
5.7221,2808.04132,4070.77215,31.02
5.7296,3486.618,4065.60117,14.24
5.732,2927.30067,4063.94927,27.97
5.7412,4724.80997,4057.6296,16.44
5.7274,2840.05541,4067.1166,30.17
5.7169,2946.43865,4074.36521,27.68
5.7303,2895.10638,4065.11922,28.78
5.7426,3030.34137,4056.66966,25.3
5.7448,2804.27884,4055.16211,30.85
5.7306,2747.33393,4064.91271,32.41
5.7207,2922.53391,4071.73888,28.22
5.7365,2844.80094,4060.85563,29.95
5.748,2928.40927,4052.97134,27.75
5.7177,2941.50104,4073.81201,27.79
5.7132,4641.33239,4076.92573,13.84
5.7281,3023.86896,4066.63429,25.64
5.7116,2934.0183,4078.034,28.05
5.7151,3121.4,4075.61046,23.41
5.726,2982.69947,4068.08157,26.68
5.7211,2887.68708,4071.46262,29.07
5.7212,2815.14497,4071.39356,30.86
5.7282,2856.15694,4066.5654,29.76
5.714,2966.78825,4076.37183,27.22
5.7212,2838.68252,4071.39356,30.28
5.7067,2909.69366,4081.43187,28.71
5.7148,2834.36093,4075.81808,30.46
5.7243,3070.62901,4069.25394,24.54
5.7398,3239.74502,4058.59,20.18
5.7161,2958.02479,4074.91856,27.41
5.7175,2882.40104,4073.95029,29.25
5.7198,3036.83154,4072.36059,25.43
5.7211,2787.59889,4071.46262,31.53
5.726,2963.50503,4068.08157,27.15
5.7139,2841.10302,4076.44106,30.3
5.7016,2662.51068,4084.97454,34.82
5.7159,2790.7603,4075.05692,31.52
5.7084,2830.22743,4080.25236,30.64
5.7029,2972.52408,4084.07092,27.22
5.715,2873.93099,4075.67966,29.49
5.7173,2785.32834,4074.08859,31.63
5.7116,2736.7967,4078.034,32.89
5.7206,2913.57066,4071.80795,28.45
5.7085,2915.93201,4080.183,28.53
5.7228,2909.54436,4070.28896,28.52
5.7206,2799.85762,4071.80795,31.24
5.7095,2956.31145,4079.48952,27.53
5.7407,2802.10516,4057.97254,30.95
5.7257,3037.49324,4068.28841,25.34
5.7105,2828.13169,4078.79628,30.66
5.7164,2809.41022,4074.71103,31.05
5.69,2875.83843,4093.05569,29.74
5.6897,2972.06606,4093.26511,27.39
5.6977,2969.42726,4087.68786,27.36
5.6936,2917.8181,4090.54427,28.67
5.704,2923.53395,4083.30663,28.4
5.6816,2822.99073,4098.92784,31.13
5.6964,2866.50974,4088.59311,29.89
5.7153,2856.90061,4075.47206,29.9
5.7178,2958.62877,4073.74287,27.37
5.7059,2850.72914,4081.98717,30.16
5.6978,2906.27755,4087.61824,28.9
5.7014,3118.29733,4085.1136,23.67
5.7109,2970.11703,4078.51906,27.18
5.722,2900.37499,4070.84118,28.75
5.7083,2859.713,4080.32173,29.91
5.711,2826.54061,4078.44975,30.7
5.7182,2981.33594,4073.46634,26.81
5.7181,2845.19615,4073.53547,30.15
5.7055,2945.15225,4082.26488,27.85
5.731,2913.88213,4064.63739,28.31
5.7143,2850.18056,4076.16415,30.08
5.7056,2893.66666,4082.19545,29.11
5.707,2927.15194,4081.22367,28.28
5.695,2938.67106,4089.56846,28.14
5.7252,2835.11759,4068.63319,30.32
5.7452,2810.86911,4054.88813,30.68
5.7417,2882.42174,4057.28671,28.96
5.7406,2824.66692,4058.04114,30.39
5.7394,2910.08006,4058.86448,28.3
5.7415,2744.81164,4057.42386,32.35
5.75,2824.8361,4051.60334,30.28
5.7433,2728.70379,4056.18986,32.73
5.739,3016.84058,4059.13901,25.68
5.7354,2910.98827,4061.61141,28.33
5.7328,2908.79649,4063.39894,28.41
5.7299,2868.56567,4065.3946,29.44
5.735,2838.49792,4061.88631,30.12
5.7524,3431.679,4049.96296,15.27
5.7337,2914.03515,4062.78,28.27
5.7356,2963.82913,4061.47397,27.03
5.707,2872.59809,4081.22367,29.61
5.712,2978.02347,4077.75687,26.97
5.7302,2787.20761,4065.18806,31.44
5.7148,2934.00595,4075.81808,28.01
5.7181,2998.31173,4073.53547,26.4
5.7362,2996.78878,4061.06172,26.21
5.7329,2741.52502,4063.33016,32.53
5.7088,2807.91926,4079.97493,31.18
5.7354,2924.8186,4061.61141,27.99
5.7433,2898.57017,4056.18986,28.54
5.7415,2896.81242,4057.42386,28.6
5.7237,2938.53267,4069.66788,27.79
5.7087,3128.81341,4080.04429,23.31
5.7088,2926.4137,4079.97493,28.27
5.7154,3072.87856,4075.40286,24.6
5.7078,2847.93132,4080.66858,30.21
5.7365,2859.98513,4060.85563,29.57
5.7301,3140.06067,4065.25691,22.76
5.7132,2879.16559,4076.92573,29.38
5.7113,2995.56541,4078.24186,26.55
5.6852,3033.30149,4096.40911,25.95
5.7043,2877.80801,4083.09823,29.52
5.741,2828.96704,4057.76677,30.28
5.7423,2960.66927,4056.87532,27.02
5.7104,2926.69116,4078.8656,28.25
5.74,2866.47506,4058.45277,29.37
5.7466,2926.74067,4053.92951,27.8
5.7203,2865.07963,4072.01517,29.64
5.7329,2941.5679,4063.33016,27.61
5.753,3348.87639,4049.55308,17.3
5.7511,2838.18097,4050.85133,29.94
5.7366,2682.82758,4060.78693,33.93
5.7114,2791.52466,4078.17257,31.55
5.7257,3011.9266,4068.28841,25.97
5.7255,2844.18809,4068.42631,30.09
5.7226,2979.53387,4070.427,26.8
5.7317,2858.8944,4064.15568,29.66
5.7183,2883.94942,4073.39721,29.2
5.7256,2929.37677,4068.35736,28
5.729,2932.51697,4066.01435,27.88
5.7431,2881.22162,4056.32693,28.97
5.7354,2745.64094,4061.61141,32.4
5.7368,2830.61948,4060.64956,30.29
5.7122,2910.62558,4077.61833,28.62
5.7124,2920.67798,4077.47979,28.37
5.7201,2878.94951,4072.15333,29.3
5.7153,2881.23416,4075.47206,29.3
5.7047,2914.88401,4082.82041,28.61
5.7014,2936.61891,4085.1136,28.11
5.7059,2967.37636,4081.98717,27.31
5.703,2861.77598,4084.00142,29.93
5.7018,3000.43372,4084.8355,26.55
5.7002,2781.77591,4085.94813,31.92
5.7045,2942.52478,4082.95932,27.93
5.7015,2910.36444,4085.04407,28.76
5.7007,2855.26748,4085.60037,30.11
5.6996,2789.58977,4086.36553,31.73
5.7175,2888.13902,4073.95029,29.11
5.7291,2779.25277,4065.94548,31.65
5.754,2892.33132,4048.87013,28.56
5.7414,2869.28168,4057.49243,29.28
5.7355,2925.71834,4061.54269,27.97
5.7291,2899.24652,4065.94548,28.69
5.7262,2966.34669,4067.94369,27.08
5.7141,2786.01932,4076.3026,31.65
5.7253,2810.57347,4068.56423,30.92
5.7057,2816.9161,4082.12602,30.99
5.7152,2805.17983,4075.54126,31.17
5.7148,2978.62623,4075.81808,26.92
5.7265,3143.11268,4067.73689,22.73
5.7195,2960.981,4072.56787,27.29
5.7226,2932.53962,4070.427,27.95
5.7264,2909.57153,4067.80582,28.47
5.7265,2868.26304,4067.73689,29.49
5.7233,2905.15406,4069.94389,28.62
5.7374,2918.23464,4060.23747,28.13
5.7295,2709.06816,4065.67002,33.37
5.724,2786.31456,4069.4609,31.53
5.7174,2885.35752,4074.01944,29.18
5.7132,2880.90088,4076.92573,29.34
5.7071,3011.81637,4081.15428,26.2
5.6936,2845.9,4090.54427,30.43
5.6926,2737.78831,4091.24157,33.08
5.6907,2839.30013,4092.56711,30.62
5.7104,2964.74846,4078.8656,27.31
5.7346,2870.0427,4062.16125,29.35
5.727,2759.07967,4067.39226,32.17
5.7177,2985.86011,4073.81201,26.71
5.7109,2785.99017,4078.51906,31.69
5.7127,2851.41156,4077.272,30.07
5.7123,2808.42461,4077.54906,31.12
5.7252,2868.54576,4068.63319,29.5
5.7298,2719.83689,4065.46346,33.1
5.7703,2858.70726,4037.77092,29.2
5.7465,2843.43157,4053.99797,29.86
5.7163,2890.86476,4074.78021,29.05
5.7418,2725.41625,4057.21814,32.83
5.7394,2899.59348,4058.86448,28.56
5.7268,2766.40165,4067.5301,31.99
5.7231,2944.12185,4070.08191,27.66
5.7163,2840.46521,4074.78021,30.29
5.7113,2801.94747,4078.24186,31.3
5.7213,2832.5682,4071.32451,30.43
5.7058,2873.41159,4082.05659,29.61
5.7122,2959.04768,4077.61833,27.43
5.7177,2914.44867,4073.81201,28.46
5.7091,2953.9637,4079.76689,27.59
5.7195,2908.41286,4072.56787,28.59
5.7255,2732.90412,4068.42631,32.83
5.7194,2852.19456,4072.63697,29.97
5.7182,2736.15264,4073.46634,32.83
5.7593,2828.18191,4045.25439,30.09
